12B8Li6He,,10C11Be,,Reactor,,Th,,U,,hep,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.2525635461878215,1297.2964752399173,2.4948849520959393,773.5562414351078,2.3640333663518045,329.0545261325671,2.471818461529082,156.60080549266738,2.3421766657857606,20.5132464357252,2.4398832118313925,1.6023234640591106
2.2609483035285165,1297.26252294463,2.513493029585007,736.965491220397,2.377245167100377,329.0416084030216,2.490254497800975,156.59260861968542,2.348712372470902,20.51284378639327,2.458081059324076,1.6022395944910737
2.269364271600549,1297.2285715379278,2.53223989525649,725.1320203074257,2.39053080423447,329.02869118058885,2.508828039087377,149.18546648759835,2.3596457698634503,20.512172721736636,2.4764146353023526,1.6021557293129771
2.277811566580181,1297.1946210197889,2.5511265842608286,725.0940651063219,2.397201440308385,329.0222327595333,2.5251934908496367,142.129626872753,2.37503808389258,20.511233268098966,2.49488495209594,1.6020718685245945
2.2862903050761156,1297.1606713901872,2.5701541394691216,725.0561118918863,2.4083605572288223,316.00408434115747,2.5416656968442344,142.12311736267844,2.383878730382687,20.510696456767157,2.5134930295850073,1.6019880121256893
2.2948006041311144,1297.1267226491009,2.589323611530713,725.0181606640157,2.419571620509857,303.50101414962813,2.560622688106877,142.1156782876548,2.3883113863684606,20.510428056369726,2.5322398952564904,1.601904160116035
2.3033425812236064,1297.0927747965068,2.608636058931206,701.9585681203479,2.4308348719649238,303.4910853067054,2.57972106992225,142.1082396020107,2.399429119552981,20.509757070742168,2.551126584260829,1.6018203124954022
2.3119163542693144,1121.743714930206,2.6280925480509096,679.632398319902,2.448965232494234,303.4751998336419,2.5965489672799555,142.10173107146912,2.418073802045208,12.844703286194571,2.5701541394691216,1.601736469263561
2.3205220416228802,1121.7143571275965,2.64769415322372,679.5968246814024,2.460365312981409,303.4652718352181,2.6062141476699696,142.09801204499658,2.4150809461832705,12.844815343532385,2.589323611530713,1.6016526304202816
2.3291597620794997,1121.685000093327,2.6674419567964445,679.5612529049142,2.467230818158214,303.45931519206306,2.6134866354701685,131.0819201988256,2.435354839616094,12.844058975473121,2.6086360589312063,1.5887001275114685
2.3378296348765617,1121.6556438273776,2.687337049188564,679.5256829903407,2.481019355339712,303.4474022565147,2.62809254805091,131.0767743015382,2.454278681696084,12.843358674389778,2.62809254805091,1.5758523709929875
2.346531779695295,1121.626288329728,2.7073805289524433,660.5722175766515,2.4948849520959393,303.4354897886338,2.6476941532237204,131.0699134193963,2.451241014966007,12.843470719997184,2.647694153223721,1.5757698869873484
2.3552663166624193,1121.5969336003577,2.7284181374138097,616.7589266258309,2.5018467823021178,303.429533730063,2.6674419567964445,131.06305289636975,2.471818461529082,12.842714431116192,2.6674419567964454,1.5756874072991258
2.3640333663518045,1121.5675796392486,2.7250411676085577,616.7643072377331,2.513493029585007,275.42263093147164,2.687337049188564,131.05619273243997,2.491025642944894,12.842014203341934,2.687337049188564,1.5756049319280971
2.372833049786135,1121.5382264463776,2.747917085833769,616.7279890183106,2.527540110968232,266.66615558121106,2.699846764822916,131.05190531232935,2.487942494410958,12.842126237220134,2.7073805289524433,1.57552246087403
2.38166548843858,1121.508874021726,2.768412401268562,616.6957079519744,2.5416656968442344,266.65568703875664,2.712414713936132,127.91401374280939,2.508828039087377,12.234588049183388,2.727573502833991,1.5754399941367014
2.39053080423447,1121.4795223652736,2.789060580833404,616.663428575309,2.560622688106877,266.641729621426,2.732645235242137,124.84880481010316,2.5205067845405944,11.656096472426853,2.747917085833769,1.5753575317158854
2.399429119552981,1121.4501714770004,2.8020438256272575,616.6432548228901,2.5725425407672495,266.63300660658706,2.753026645713509,124.8422699152681,2.53223989525649,11.65571515063362,2.7684124012685625,1.5752750736113565
2.4083605572288223,1094.6054610390997,2.8150875082067004,566.5408900523285,2.584517881058855,266.6242838771162,2.7735600707557606,124.83573536248561,2.5487580659762994,11.655181321080484,2.789060580833405,1.5751926198228883
2.417325240553934,1068.4033457844926,2.8360838136464386,550.7388189403235,2.5989618968505477,266.6138169784236,2.7864711597426908,124.8316514406872,2.558245353444623,11.654876286598856,2.8098627646640666,1.575110170350255
2.4263232932791867,1068.3753839834899,2.8572367198457753,550.7099919101504,2.6134866354701685,250.95051481406708,2.799442350625587,124.82756765249158,2.5701541394691216,11.654495004723229,2.8308201014000103,1.575027725193231
2.4353548396160933,1068.3474229142919,2.878547394810099,550.6811663888551,2.630534790544063,245.92859531159533,2.8150875082067004,117.0210828136096,2.5845178810588556,11.654037482937323,2.851933748247816,1.5749452843515899
2.4444200042385194,1068.319462576879,2.9000170152563562,550.6523423763588,2.645235979626047,245.9189408658137,2.8308201014000094,117.01648890415443,2.591729826698933,11.65380872877977,2.873204871045081,1.5748628478251063
2.451241014966007,1068.2984928040423,2.9216467666780277,453.6978484008049,2.657549712248782,245.910895783848,2.8492859544179585,117.01112957105697,2.6037944849608587,11.19271219314992,2.8946346443247895,1.5747804156135572
2.4580810593240754,1068.2775234428163,2.9407050953005918,453.67706912501313,2.6724018787949095,245.9012420328987,2.867872262892441,117.00577048341609,2.6207794167212537,9.916545784292559,2.91622425138017,1.555757022788133
2.4649401904249544,1068.2565544931913,2.959887744184601,453.6562908009083,2.684842070312578,245.89319752993904,2.889262262961108,116.99964611237093,2.630534790544063,9.916286252645687,2.937974884330035,1.54941302789654
2.471818461529082,1068.2355859551617,2.9819640409118136,453.6325453100632,2.6948359056899456,245.88676211705462,2.9054093943307135,116.99505304445856,2.6427800882471972,9.91596184763883,2.959887744184602,1.5493319277914268
2.481019355339712,1068.2076285446985,3.00141582792472,453.6117690251407,2.7073805289524433,243.90307288859847,2.9216467666780277,99.5582109181259,2.660019328792437,9.91550769845848,2.9819640409118144,1.5492508319312934
2.490254497800975,1068.1796718659248,3.0209945017856237,361.87760806101306,2.7225111834551265,230.50191854701117,2.9434378434105857,99.55299979544601,2.6699207660376723,9.915248193979954,3.00420499350415,1.5429333676874495
2.4995240163972303,1068.1517159188215,3.0435265627273704,361.85866649312675,2.737726398182438,230.4928697079679,2.9571397236490826,99.54974298228436,2.679859059578822,9.914988696293069,3.026611830045933,1.5242946881192048
2.5064987916403947,1068.1307494386417,3.0662266788476296,361.83972591668925,2.7453658632083124,230.48834542165864,2.9709053869643958,99.54648627566738,2.6948359056899456,9.91459946249669,3.0491857877811417,1.524214902770041
2.513493029585007,1001.3514863480613,3.089096103584473,361.820786331648,2.753026645713509,230.4838212241557,2.9847351302705847,99.54322967559138,2.704866941298438,9.914339981788132,3.0719281131817286,1.5241351215970391
2.522849049381325,1001.3252793999967,3.1121360997247303,356.01102210011834,2.760708805183204,230.4792971154568,2.9986292518638624,99.53997318205309,2.7098964524414577,9.7555281830163,3.0948400620164467,1.5240553445999812
2.53223989525649,1001.2990731378094,3.1324370180914416,350.29683735685364,2.7735600707557606,230.47175713163057,3.012588051429029,75.65865040221462,2.7225111834551274,7.7827641235808445,3.1179228994201877,1.5056447120949332
2.5416656968442344,1001.2728675614824,3.1421506134298283,350.2891974894921,2.7864711597426908,230.4642173944701,3.026611830045933,75.65617527751792,2.737726398182438,7.782458594757875,3.141177899963843,1.499505062893822
2.5511265842608286,1001.2466626709955,3.164606347724677,350.27162642688944,2.791652408229872,230.46120156867048,3.0491857877811417,75.65221524642429,2.745365863208313,7.782305834844228,3.164606347724677,1.4994265750948756
2.560622688106877,1001.220458466332,3.1882095363572365,350.25329234475,2.804647718136181,224.94306537843124,3.063379931062487,75.64974033224964,2.7581457064629444,7.782051241651434,3.1882095363572365,1.4993480914041746
2.5701541394691216,1001.1942549474738,3.206027385182295,350.2395424129192,2.8255661584934284,209.17841215194667,3.077640148934728,75.6472654990403,2.7735600707557606,7.781745740814132,3.211988769164777,1.4992696118215036
2.57972106992225,1001.1680521144032,3.217961237924372,241.6490375570535,2.8466406188542397,209.16746323715947,3.100594700937909,76.8737093997689,2.7812995275443457,7.781592994892931,3.23594535917123,1.4991911363466481
2.589323611530713,1001.141849967102,3.2269407701187016,241.6442942891442,2.8598919021890996,209.16062045644307,3.1179228994201873,76.8706915601456,2.7864711597426917,7.781491165944458,3.260080629193705,1.4991126649793927
2.5989618968505477,1001.1156485055523,3.24196237353658,241.63638904952612,2.870537328668213,209.15514639304757,3.1353479394737134,76.86767383899398,2.799442350625588,7.78123659940304,3.2843959119155315,1.4990341977195223
2.608636058931206,961.5116312784658,3.266142521407819,241.62374120405286,2.890156966922313,209.14511098224392,3.158732904525469,76.8636503950731,2.8150875082067004,5.634882186482761,3.308892549959846,1.4989557345668223
2.618346231317393,923.4743443116291,3.29050301669945,241.61109402059935,2.886579812571996,209.14693556657502,3.1793377806562684,76.86013005439794,2.8229428448751124,5.634771580803882,3.333571895963726,1.4988772755210775
2.6280925480509096,923.4501755312256,3.308892549959845,241.60160906743843,2.9054093943307135,209.13735667641595,3.2000770654038138,76.8566098749538,2.8360838136464395,5.634587242830296,3.3584353126528823,1.4987988205820761
2.6378751436725016,923.4260073833582,3.3273848562406023,158.81518414184026,2.9216467666780277,175.11923969891834,3.223944812072451,48.9162400744662,2.8545840026282394,5.634329179798463,3.3834841729169054,1.4987203697495968
2.64769415322372,923.4018398680083,3.352202126948358,158.80687136281003,2.9434378434105857,175.11007352534747,3.247990576119855,48.91367967763182,2.8652096714184383,5.634181720515478,3.4087198598850668,1.4926089563152656
2.657549712248782,923.3776729851605,3.3678068295180115,158.80167609687265,2.9663097272177725,175.10052593806017,3.272215685287083,48.91111941481493,2.8785473948100995,5.633997401838797,3.4341437670026984,1.474578197087374
2.6674419567964445,923.3535067347981,3.3834841729169054,158.79648100089494,2.9626383184096876,175.10205351704326,3.296621477218134,48.90855928600857,2.8946346443247895,5.63377622738619,3.4597572981081304,1.4745010140221564
2.6773710234218804,923.3293411169046,3.40555513440073,158.78920815204827,2.9819640409118136,175.09403387605408,3.3119674485195563,48.12417810369382,2.902711952613407,5.633665643415903,3.485561867510209,1.4744238349968908
2.687337049188564,923.3051761314634,3.4277700679902097,116.85887402024058,2.9986292518638624,175.08716019040318,3.3273848562406023,32.14886934494018,2.9081093427355382,5.633591921974947,3.5115589000663916,1.4743466600113662
2.697340171670165,923.2810117784582,3.450129912836418,116.85352190587506,3.012588051429029,144.2620343555905,3.345980509906146,32.1476072732578,2.9216467666780277,3.8868916664448507,3.53774983126142,1.474269489065371
2.7073805289524433,915.8384428633221,3.462972392757557,116.8504636648664,3.026611830045933,144.25731491475813,3.3646800885308377,32.1463452511207,2.937974884330035,3.8867390783133073,3.5641361072865902,1.4741923221586937
2.717458259635161,838.0446385168347,3.4790927375784975,116.84664097615997,3.046354861109041,144.250707956973,3.3897755254008644,32.14466263200499,2.946173131017739,3.8866627864938597,3.5907191851196,1.474115159291126
2.727573502833991,838.0227055666002,3.501787367695107,116.84128942206567,3.0662266788476296,144.24410130178526,3.4087198598850668,32.14340072546603,2.959887744184602,3.8865356367892443,3.6175005326050034,1.4563078056645047
2.737726398182438,838.0007731903864,3.524630038198961,85.98784312760938,3.083362805819225,144.2384386953138,3.4277700679902106,25.643190657329054,2.976429578014408,3.886383062634388,3.6444816285352606,1.4503693402458075
2.747917085833769,837.9788413881766,3.5509184603628774,85.98334231149995,3.091966748979059,153.8515352053753,3.453336060917572,25.641848429388343,2.9847351302705856,3.88630677780309,3.671663962732392,1.4502934243319556
2.7581457064629444,837.9569101599568,3.5774029544924693,85.97884173097437,3.1063600402084863,153.84650205011317,3.469411548034076,25.64100957260228,2.9986292518638633,3.8861796397450727,3.6990490361302424,1.4502175123917302
2.768412401268562,837.9349795057118,3.6040849829887693,85.62824113927722,3.123720459265472,153.84046248114458,3.485561867510209,26.057230184909297,3.0181897484820888,2.4734182309945907,3.7266383608573577,1.4501416044249231
2.7787173119748068,837.9130494254266,3.6309660191601147,84.59384951744096,3.1411778999638424,153.83442314927203,3.5115589000663916,26.479687372480317,3.029424409849145,2.473353497737582,3.7544334603204845,1.4500657004313267
2.789060580833404,837.8911199190861,3.6580475473035023,84.58942166640051,3.164606347724677,153.82637107557537,3.53774983126142,26.478301360235317,3.0435265627273713,2.473272583548747,3.782435869288681,1.4499898004107326
2.799442350625587,837.8691909866756,3.6853310627865437,84.58499404712464,3.1793377806562684,153.8213387435416,3.560827090168137,26.477088659032493,3.063379931062487,2.4731593081314087,3.8106471339780694,1.4440770982651323
2.8098627646640657,785.4806826301196,3.705927159435214,84.58167348475598,3.1852495371833967,153.8193258568247,3.574081620160759,26.47639571185376,3.074782804649687,2.47309458165082,3.839068812137211,1.4266326052817797
2.8203219667950044,736.3678118520179,3.7266383608573577,70.8236853927061,3.2000770654038138,153.8142937552709,3.5907191851196,28.35475086756188,3.0833628058192257,2.473046037902064,3.86770247313312,1.4381132283272107
2.8308201014000094,736.3485399447367,3.7544334603204845,70.81997830606977,3.214973616660122,116.91164369523624,3.6175005326050034,29.16526602680573,3.100594700937909,2.4729489532630957,3.8965496980379224,1.4322489559245095
2.8413573133981216,736.329268541831,3.782435869288681,72.55111003972115,3.229939512258706,116.90781900506408,3.6343402152133577,29.164311903650713,3.123720459265472,1.8495256604184263,3.9256120797161547,1.4264085965838262
2.851933748247816,736.3099976432882,3.8106471339780694,74.32455775751909,3.2510088794928644,116.90246464902762,3.65125828755733,29.163357811709197,3.1470187008582817,1.8494288516768131,3.9548912229127207,1.4263339348344835
2.8625495519490105,736.2907272490952,3.83906881213721,74.32066742657564,3.2631101676510275,116.89940512711006,3.678491165406221,29.27970035129041,3.170490712181256,1.8643118673998742,3.984388744341501,1.426259276993121
2.873204871045081,736.271457359239,3.8677024731331193,74.3167772992617,3.272215685287083,116.89711053821952,3.6956147630794653,29.635204082559003,3.194137789294401,1.849235249394948,4.014106272774621,1.4261846230595345
2.8838998526248845,736.252187973706,3.896549698037921,74.31288737556665,3.29050301669945,116.89252149555753,3.7128180721300366,29.63423458567895,3.2090066928631127,1.8491747528382252,4.044045449132388,1.4261099730335192
2.8946346443247895,736.2329190924834,3.925612079716154,69.94616227681384,3.308892549959845,116.88793263304797,3.7405100930911477,29.63268345664068,3.223944812072451,1.5483995816346654,4.0742079265739015,1.4260353269148707
2.9054093943307135,736.2136507155577,3.9548912229127207,68.54597966657205,3.318125820649925,90.2908554775356,3.7684086547472293,29.631132408792332,3.247990576119856,1.548318534575833,4.104595370588331,1.4202203052266056
2.9162242513801697,626.4971993916788,3.984388744341501,68.54239180067964,3.3242956438431084,90.28967394274248,3.7965152975802376,30.47813269156907,3.2722156852870836,1.5482374917592037,4.135209459086885,1.4030640029910086
2.9270793647643196,626.4808029716496,4.014106272774621,64.25503674737367,3.33977044005505,90.286720173403,3.8248315735618026,30.599720314706403,3.296621477218135,1.5481564531845557,4.166051882495454,1.4029905631553614
2.937974884330034,626.4644069807413,4.044045449132387,60.235857531971945,3.3553172723743234,90.28376650069421,3.8497815086074354,30.598318853293648,3.311967448519557,1.548105806229434,4.1971243438479595,1.4029171271637335
2.9489109604819603,626.4480114189412,4.074207926573901,60.476158826643434,3.3646800885308368,90.28199434345028,3.8748941957237952,30.59691745606759,3.411887526295917,1.4986321174713717,4.228428558880385,1.4028436950159269
2.959887744184601,626.4316162862389,4.1045953705883305,61.20923740188793,3.3834841729169054,90.27845013331749,3.9037950600283358,30.595315937829945,,,4.259966256125514,1.4027702667117403
2.9709053869643958,626.415221582623,4.135209459086884,61.20603355920828,3.399234495292471,90.2754967311578,3.932911481175298,27.770787179991782,,,4.291739177008379,1.4026968422509725
2.9819640409118136,626.3988273080824,4.166051882495454,61.202829884225665,3.416115661008952,87.40576104160607,3.9622450668934976,27.994268641236893,,,4.323749075942415,1.385752223953363
2.9930638586834535,626.3824334626058,4.1971243438479595,61.199626376931306,3.411887526295917,88.82826589354951,3.9880913702280547,28.219733178311532,,,4.355997720426333,1.3801014668614755
3.00420499350415,626.3660400461821,4.228428558880385,58.30476221316031,3.4405293174632985,86.0024724071148,4.014106272774621,26.99372607920327,,,4.388486891141718,1.3800292289416864
3.0153875991690895,507.8336350232392,4.259966256125514,57.36856137885177,3.4597572981081295,85.99909619864304,4.044045449132388,26.029965748882226,,,4.421218382051356,1.3799569948030086
3.026611830045933,507.8203442158854,4.291739177008378,57.365558566642086,3.469411548034075,85.9974081441101,4.0742079265739015,26.02860327617787,,,4.454194000498285,1.3798847644452439
3.0378778410769467,507.8070537563731,4.311717481068674,57.36368188882682,3.4855618675102082,85.99459479352008,4.104595370588331,25.922465027209217,,,4.487415567305596,1.3798125378681976
3.0491857877811417,507.7937636446935,4.331788785336265,45.76359137356604,3.5115589000663907,79.3253028856734,4.131370245746929,22.50827493355221,,,4.520884916876974,1.3631443626273432
3.06053582625642,507.7804738808366,4.364097393922041,45.761195994152075,3.53774983126142,73.1732464466241,4.158319777327181,22.50724405881016,,,4.554603897297986,1.3575857948392231
3.0719281131817286,507.7671844647938,4.39664697598101,45.75880074011823,3.5652397961881976,73.16925679632313,4.189334568841242,22.506065974060572,,,4.588574370438132,1.357514735445324
3.083362805819225,507.753895396556,4.429439328811708,40.378022238172704,3.560827090168137,73.16989512575299,4.212747374421923,22.32435242219316,,,4.622798212053645,1.3574436797708491
3.094840062016446,507.74060667611406,4.4624762631178,38.93640073190897,3.5907191851196,74.05635980430651,4.236291026430875,18.542891196224847,,,4.6572773118910735,1.357372627815604
3.1063600402084863,507.7273183034589,4.495759603108071,38.934362704517156,3.6175005326050034,74.35179577664545,4.259966256125514,18.542163255915742,,,4.692013573791622,1.3573015795793935
3.1179228994201873,499.58780471725095,4.529291186597149,36.64652724515025,3.6377175468506135,74.34887694006127,4.279796655327638,18.541556660821055,,,4.72700891579628,1.3409053373637143
3.1295287992683303,499.57472971628437,4.563072865106991,35.91293688787885,3.65125828755733,74.34693111266381,4.279796655327638,18.541556660821055,,,4.762265270251724,1.3354374548565218
3.1411778999638424,499.56165505751125,4.597106503969111,35.911057116052945,3.6614469097683546,74.34547177553561,4.303715023595788,18.540828772901975,,,4.797784583917026,1.3353675547614465
3.152870362314005,499.5485807409225,4.6185063113073275,35.9098823086267,3.675075978704589,74.34352603725668,4.331788785336265,15.031899963557887,,,4.833568818071141,1.3192362761979857
3.164606347724677,499.53550676650974,4.640005736036116,31.05515812352674,3.6990490361302415,74.34012111780135,4.351953522732712,15.031408204497406,,,4.8696199486212075,1.313856754798166
3.17638601820252,499.52243313426305,4.674613178039941,31.05353261984065,3.7266383608573577,61.25090262114856,4.368152876712249,15.031014808832126,,,4.9059399662116485,1.3190981756416116
3.1852495371833967,499.5126281346192,4.705106362618771,31.052110373910036,3.747465310335493,61.24849808776081,4.396646975981011,15.030326391191979,,,4.942530876334092,1.3137192173819296
3.1941377892944,499.5028233274357,4.735798458694734,24.375929312840924,3.7579223926038283,61.24729585646533,4.417113632156783,14.78927440852457,,,4.97015304701122,1.3136676445628326
3.206027385182295,499.48975055056616,4.7711203698786395,24.37465341648927,3.7684086547472293,61.24609364876808,4.437675561848329,10.88411858168651,,,4.997929588866192,2.715179830544374
3.217961237924372,361.71663633281577,4.79333022223135,24.37385601518322,3.7894690445853594,63.507914561819085,4.466623167747379,10.883620091110565,,,5.035206602780759,2.7150377113252286
3.2269407701187016,361.7095362883433,4.815643462782909,23.88640890944469,3.8106471339780694,64.27858454870206,4.491585647613856,10.883192831645488,,,5.072761646976001,2.7148955995449544
3.23594535917123,361.70243638323547,4.851560897228094,22.84851370683027,3.833130200264254,64.27592097176542,4.512494249017596,10.795392771953514,,,5.110596795138322,2.7038249223360777
3.247990576119855,361.69297005987715,4.88774622154243,22.847317759184353,3.8283859256355277,64.27648171563223,4.537713087188694,7.6306874017149875,,,5.148714136420701,2.671162639316307
3.260080629193704,361.6835039842675,4.924201433780152,22.662552383650482,3.8605240982291704,64.27269678946308,4.558836414598685,7.630437768622939,,,5.187115775558043,2.6710228240656835
3.272215685287083,361.6740381563999,4.960928546897963,22.479281198566273,3.889317783287838,64.26933259775198,4.571557580370083,7.630287992687683,,,5.225803832983399,2.67088301613333
3.2813466113363283,361.6669389480763,4.997929588866192,22.478104577461863,3.9110538942632833,64.26680956952829,4.597106503969111,7.629988449636856,,,5.264780444945056,2.6707432155188693
3.29050301669945,361.65983987910124,5.035206602780759,22.476928017944708,3.934129366974861,58.334398558074604,4.6185063113073275,7.629738839410581,,,5.304047763624484,2.659852580883872
3.30275131458678,361.65037467056067,5.068051990940879,22.47589857888547,3.929260085430347,58.33490746803219,4.635697859471336,4.778433497741635,,,5.343607957255186,2.6277214850166746
3.3119674485195563,361.64327592672123,5.101111634365677,36.32163878659367,3.9548912229127207,58.332235740284666,4.665937193742802,4.778214646389684,,,5.383463210242409,2.627583943583367
3.3212092995338134,257.7020078175418,5.129620060460133,36.46701534306009,3.9769938021584763,58.32994578532209,4.700738045296035,4.777964542832338,,,5.423615723283772,2.606334773803348
3.333571895963725,257.69526334946335,5.1439339645354005,36.466299541228715,4.002936313647508,58.32727428481869,4.722620263693608,3.140783236248677,,,5.464067713490777,2.585257445237933
3.345980509906146,257.68851905789825,5.16787928659973,36.1721079996477,4.002936313647508,58.32727428481869,4.735798458694734,3.1407215866079996,,,5.50482141451123,2.5851221264773585
3.3584353126528823,257.6817749428419,5.20642386884125,36.316410824235135,4.021570223004457,48.84012555432323,4.7534266055045284,3.140639388969481,,,5.545879076652582,2.5849868147997017
3.3709364761333407,257.67503100428974,5.24525593551067,34.73841604429379,4.032792178963293,48.83916688383743,4.779991934944783,3.14051609654526,,,5.587242967006184,2.584851510204598
